	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985165726066577408	2018-04-14 14:39:47	BiBi BiTX	@beeberryw amiga eu quero muito, o foda é que se eu ficar aqui até fevereiro minha vida financeira vai tá bem pior… https://t.co/5lQkVueeW8	0	0		1171	507
985164894143156224	2018-04-14 14:36:28	Santander Brasil	@vigaristanati Own, conte sempre comigo meu bem! ?	1	1		187059	25736
985164248522387457	2018-04-14 14:33:54	Vera Lopes	Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/fzmjvpIC5O	0	0		161	93
985161850122842112	2018-04-14 14:24:23	gmalato	"""Santander lança transferência internacional baseada em blockchain""  https://t.co/oVFJQljds2 #news #feedly"	0	0		128	166
985161317857333248	2018-04-14 14:22:16	gabriel	@crisfrojack a do santander, tinha o da porto tb se eu soubesse tinha feito por ai	0	0		3160	484
985161102387490817	2018-04-14 14:21:24	Rosana Coelho	OS DOIS ERAM OS HERDEIROS DE UMA DAS 13 FAMÍLIAS MAIS RICAS DO MUNDO E O RAUL QUANDO EU TINHA 25 E O NAMORAVA E BRI… https://t.co/Gf5GGZ2ash	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='3c465ed3fc434def', url='https://api.twitter.com/1.1/geo/id/3c465ed3fc434def.json', place_type='city', name='Rio Grande', full_name='Rio Grande, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-53.5332721, -33.6184729], [-52.0641132, -33.6184729], [-52.0641132, -31.7735002], [-53.5332721, -31.7735002]]]), attributes={})	405	2681
985160157549211651	2018-04-14 14:17:39	PartidosRBB	"RT @PartidosRBB: ???? REAL #BETIS ????

? Girona FC
?? LaLiga Santander [Jornada 32]
? GOL

PARTIDO COMPLETO -&gt; https://t.co/3AMC5Cf0Tg htt…"	13	0		2058	235
985159430517022723	2018-04-14 14:14:46	Bela	Se tem uma coisa que tô sentindo pelo Santander hoje, é ódio	0	1		576	536
985158230992216064	2018-04-14 14:10:00	Brand Christ	"Banco Santander lança sistema baseado em #Blockchain entre Brasil e Europa
https://t.co/aeDkf3oQUj
#Economia #inovacao #investimento #Crypto"	0	0		586	26
985157428177264641	2018-04-14 14:06:48	Tatinha	@bcs09 @nubank @santander_br Kkkkkkk, queria ter um. Mas tbm nunca pedi! Por enquanto vou me virando com o Santande… https://t.co/pV68NdjcJc	0	0		31	27
985155097025024000	2018-04-14 13:57:33	Bestpicks	"Pick 24
??Liga Santander??
?Athletic-Deportivo
?Pick:Deportivo +3,5 Córners 
?Cuota 1.72
??14/04/2018 20:45
?Stake 0.5
?Bet365"	0	0		938	252
985154369103581184	2018-04-14 13:54:39	Rosana Coelho	@exame MEU NOME É ROSANA DE ABREU COELHO E SOU DONA DE MUITAS PROPRIEDADES E O BANCO SANTANDER É UMA DELAS . A CUNH… https://t.co/4ldO0GbA73	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='3c465ed3fc434def', url='https://api.twitter.com/1.1/geo/id/3c465ed3fc434def.json', place_type='city', name='Rio Grande', full_name='Rio Grande, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-53.5332721, -33.6184729], [-52.0641132, -33.6184729], [-52.0641132, -31.7735002], [-53.5332721, -31.7735002]]]), attributes={})	405	2681
985153927321702400	2018-04-14 13:52:54	Alvaro Guimarães	RT @ViniciusPeraca: E aí, @santander_br? Uma hora de espera (que continua) por atendimento na agência do Centro de Pelotas, hein! E ainda p…	1	0		314	317
985153876981624832	2018-04-14 13:52:42	Rosana Coelho	@XHNews A CUNHADA DO JUIZ FEDERAL SERGIO MORO USA O MEU NOME E ESTÁ COMO DONA DE UM BANCO QUE ME PERTENCE O SANTAND… https://t.co/RthWDRiHxW	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='3c465ed3fc434def', url='https://api.twitter.com/1.1/geo/id/3c465ed3fc434def.json', place_type='city', name='Rio Grande', full_name='Rio Grande, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-53.5332721, -33.6184729], [-52.0641132, -33.6184729], [-52.0641132, -31.7735002], [-53.5332721, -31.7735002]]]), attributes={})	405	2681
985153050326323200	2018-04-14 13:49:25	Rosana Coelho	O BANCO SANTANDER É MEU E NÃO POSSO FAZER NADA POIS ELA É PROTEGIDA PELA MAÇONARIA ELA É CUNHADA DO JUIZ MORO.	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='3c465ed3fc434def', url='https://api.twitter.com/1.1/geo/id/3c465ed3fc434def.json', place_type='city', name='Rio Grande', full_name='Rio Grande, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-53.5332721, -33.6184729], [-52.0641132, -33.6184729], [-52.0641132, -31.7735002], [-53.5332721, -31.7735002]]]), attributes={})	405	2681
985152588315267072	2018-04-14 13:47:34	Carlos A. Monteiro	Com blockchain, Santander diminui tempo de transferências internacionais de dois dias para duas horas - https://t.co/gwFih2bNmj	0	0		33	119
985152340989706241	2018-04-14 13:46:35	Rosana Coelho	O BANCO SANTANDER É MEU E NÃO POSSO NEM CHEGAR LÁ POIS A ESTELIONATÁRIA É PROTEGIDA PELOS MAÇONS E CUNHADA DO JUIZ… https://t.co/rGIQfAKAdI	0	1		405	2681
985152120050585602	2018-04-14 13:45:43	CAETANO M.	RT @jefer234: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/T…	83	0		374	2168
985151567950221315	2018-04-14 13:43:31	Rosana Coelho	RT @rosanaacoelho: NO BANCO SANTANDER ELA USA O MEU NOME E NÃO POSSO FAZER NADA.	1	0		405	2681
985151507480875008	2018-04-14 13:43:17	Rosana Coelho	NO BANCO SANTANDER ELA USA O MEU NOME E NÃO POSSO FAZER NADA.	1	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='3c465ed3fc434def', url='https://api.twitter.com/1.1/geo/id/3c465ed3fc434def.json', place_type='city', name='Rio Grande', full_name='Rio Grande, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-53.5332721, -33.6184729], [-52.0641132, -33.6184729], [-52.0641132, -31.7735002], [-53.5332721, -31.7735002]]]), attributes={})	405	2681
985151496500150272	2018-04-14 13:43:14	Luiz Rocha	"""Transferência por TED só permitida nos dias úteis""

Porque os computadores do @itau, @santander_br, @Bradesco e af… https://t.co/Lhic9C6bNy"	0	1		441	264
985151048057794560	2018-04-14 13:41:27	Rosana Coelho	AS FALSIDADES IDEOLÓGICAS SÃO ABSURDAMENTE PROTEGIDAS E SE BENEFICIAM E USAM TUDO QUE É MEU POR DIREITO E NÃO POSSO… https://t.co/4evlXORMPR	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='1b107df3ccc0aaa1', url='https://api.twitter.com/1.1/geo/id/1b107df3ccc0aaa1.json', place_type='country', name='Brazil', full_name='Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-73.991482, -33.7510506], [-32.378186, -33.7510506], [-32.378186, 5.27192], [-73.991482, 5.27192]]]), attributes={})	405	2681
985150390109863936	2018-04-14 13:38:50	André Lima TENNIS	"@santander_br ""O QUE POSSO FAZER POR VOCÊ HOJE?""

Resumo: apenas o básico. Seria ótimo."	0	0		1006	980
985150184123445249	2018-04-14 13:38:01	André Lima TENNIS	"@santander_br ""O QUE PODEMOS FAZER POR VOCÊ HOJE? 

1 - Não incomodar com ligações fora de hora
2 - Atender quando… https://t.co/C2HIIJNbRQ"	0	0		1006	980
985148481588400128	2018-04-14 13:31:15	Raquel Oliveira	@santander_br serviço de call Center que liga sabado de manhã para reverter cancelamento de cartão e desliga na sua… https://t.co/hwLsscozjT	0	0		234	231
985148012048642048	2018-04-14 13:29:23	vivi????	"meu deus eu vou acabar com a vida da gerente do Santander segunda feira 
ela tá fodida na minha mão 
Tô com sangue nos olhos"	0	0		5145	4511
985145066665766912	2018-04-14 13:17:41	Alex	@santander_br Resolve uma coisa pra mim por favor, mandei DM	0	0		399	258
985144977083764737	2018-04-14 13:17:20	ORLY GUERRA	Querem saber sobre drama q. aposentados do extinto BANESPA estão vivendo nas mãos do Santander desde privatiz novem… https://t.co/Q5GiytacbO	0	0		13	14
985144363582939136	2018-04-14 13:14:54	Info News	"? La Liga Santander
? Barcelona x Valencia
? 11:15 Brasília
?- Carlos Del Cerro Grande
? Camp Nou https://t.co/ffGmi2ITH1"	0	4		62	7
985144091225853953	2018-04-14 13:13:49	Manoel Neto	@santander_br já perdeu a graça! Mesmo vcs solicitando o bloqueio destas ligações e protocolando, essas continuam d… https://t.co/TrdZZYLykH	0	0		150	985
985143313870282753	2018-04-14 13:10:43	DeportesLV	XI #Valencia Neto; Vezo, Garay, Gabriel, Gayà; Carlos Soler, Parejo, Kondogbia, Guedes; Rodrigo, Santi Mina… https://t.co/MdWrdqwCJJ	0	0		4508	898
985142693968924674	2018-04-14 13:08:15	ORLY GUERRA	Min Marco Aurélio retirou-se do julgamento, pq. tem parente trabalhando pro réu banco Santander. Mas min FUX, que t… https://t.co/lJ7LJhHpMH	0	0		13	14
985142450254643201	2018-04-14 13:07:17	DeportesLV	XI #Barcelona Ter Stegen; Sergi Roberto, Piqué, Umtiti, Jordi Alba; Busquets, Iniesta, Paulinho; Coutinho, Messi, S… https://t.co/mgdg9221Qu	0	0		4508	898
985142428603740161	2018-04-14 13:07:12	La Vanguardia	XI #Barcelona Ter Stegen; Sergi Roberto, Piqué, Umtiti, Jordi Alba; Busquets, Iniesta, Paulinho; Coutinho, Messi, S… https://t.co/YZayiGUwom	0	3		970693	520
985142397624516608	2018-04-14 13:07:05	LSMendonça	"RT @OMundrongo: PULSEIRA SANTANDER, A NOVA FORMA DE VOCÊ SOFRER UM SEQUESTRO RELÂMPAGO E AINDA CORRER O RISCO DE PERDER O BRAÇO!

VAI LÁ NO…"	9	0		1446	342
