	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984502737286164482	2018-04-12 18:45:18	Lele	Felicidade é o Bradesco estar vazio	1	6		876	1308
984502680742744066	2018-04-12 18:45:04	sofia	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		320	453
984502530800418816	2018-04-12 18:44:29	perdiomeu	Documentos de Regina Luiza - João Pessoa - PB: Um bolsa pequena preta, contendo: RG, Cartão de débito Bradesco Elo… https://t.co/KEtHNdXaRr	0	0		12	1
984502108769562624	2018-04-12 18:42:48	???	@mobilesuit808 @flemishAltruism Não dá eu tô na porra do banco bradesco	0	0		452	553
984502030390657031	2018-04-12 18:42:29	Bradesco	@yeoreumisa Oii. O que acontece com o seu cartão?	0	0		157207	4633
984501730154090497	2018-04-12 18:41:18	katia almeida#betala	@djairgalvao @JotaaSampaio @JotaInfo meu pai esperou por 12 anos a finalização de uma ação coletiva contra o Brades… https://t.co/qkYi5QpB8D	0	1		430	522
984501657290575872	2018-04-12 18:41:00	Bradesco	@reinaldomouraut Oii. Em que agência você esteve? Conseguiu atendimento?	0	0		157207	4633
984501573937221632	2018-04-12 18:40:41	Mi?	@Bradesco oi, não tive tempo	0	0		2148	747
984501391581261825	2018-04-12 18:39:57	Bradesco	@pqmillbratz Olá! Conseguiu solicitar o cartão?	0	1		157207	4633
984501374422482947	2018-04-12 18:39:53	Enoli lara	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		1702	1710
984501173469229058	2018-04-12 18:39:05	Hugo Rebal	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		2297	1259
984501075750375425	2018-04-12 18:38:42	Guilherme ribeiro	"RT @MiraiTsubasa1: Passando para avisar que ainda tenho vídeos disponíveis para venda ?
As formas de pagamento são: depósito bancário, tran…"	9	0		18	244
984501024944607232	2018-04-12 18:38:30	Investing Brasil	Via Varejo dispara mais de 5% com Bradesco elevando preço-alvo para R$ 36,00 - https://t.co/LspNfiVcjR	0	0		4168	174
984500772233711616	2018-04-12 18:37:29	Carlos Thunder 5	"Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O… https://t.co/aEoiwMfdJo"	0	0		692	444
984500488874921984	2018-04-12 18:36:22	Julia	Queria q a mulher do Bradesco me ligasse logo :(	0	0		1345	1458
984500114961117184	2018-04-12 18:34:53	handres	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		588	572
984499992076300288	2018-04-12 18:34:23	Anderson Felix	I'm at Bradesco Seguros in Rio de Janeiro, RJ https://t.co/opmWG2OdHt	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='97bcdfca1a2dca59', url='https://api.twitter.com/1.1/geo/id/97bcdfca1a2dca59.json', place_type='city', name='Rio de Janeiro', full_name='Rio de Janeiro, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]), attributes={})	53	426
984499426436694016	2018-04-12 18:32:09	SHEILA FARIA	"RT @EuQueroPTExtint: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O sen…"	6	0		1083	241
984499353296388096	2018-04-12 18:31:51	Chogiwa Store	"(?) 17 - WE MAKE YOU
• Frete de 30-60 dias úteis ou 30-90 dias úteis
• Opções: CD regular; CD + DVD; Photobook
• Pa… https://t.co/D5bgYepttf"	2	5		2882	90
984499118574841858	2018-04-12 18:30:55	Gregory	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		698	2078
984498971673427968	2018-04-12 18:30:20	thay	Tô ficando bolada no sério com o Bradesco ja!!!!	0	0		1340	1108
984498941491318784	2018-04-12 18:30:13	monica montalvão	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		474	1239
984498421603151873	2018-04-12 18:28:09	Predella do Futuro	entrei no Bradesco e a porta giratória nao travou... fiquei tão feliz que todos se emocionaram com meu sorriso e me aplaudiram, foi lind	0	1	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='245b02bf1c013876', url='https://api.twitter.com/1.1/geo/id/245b02bf1c013876.json', place_type='city', name='Vinhedo', full_name='Vinhedo, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-47.040855, -23.114522], [-46.903165, -23.114522], [-46.903165, -23.0045004], [-47.040855, -23.0045004]]]), attributes={})	2240	213
984497769271394304	2018-04-12 18:25:33	Xuxu Cantante	Odeio o bradesco! Pqp	0	1		536	317
984497597162409984	2018-04-12 18:24:52	Doug	@anjinhaoliveira Foi chamada ??? Tem que ir no TRE, no crm, no Bradesco e na caixa econômica .. os documentos tão naquela lista do edital ?	0	0		236	302
984497528992223234	2018-04-12 18:24:36	Votando 2018	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		448	445
984497400223010816	2018-04-12 18:24:05	?????	"RT @EuQueroPTExtint: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O sen…"	6	0		4990	5464
984497035469606912	2018-04-12 18:22:38	Dorivas	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		944	1542
984496740320595975	2018-04-12 18:21:28	Bradesco	@calawall Vc recebeu algum retorno?	0	0		157207	4633
984496667155226629	2018-04-12 18:21:11	Xá-Kaiser-Czar	"RT @EuQueroPTExtint: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa:

O sen…"	6	0		382	1512
